Date,open,high,low,close
03/11/2024,6006.4499246910655,6041.552018308134,5954.009244647756,5958.639841419846
10/11/2024,5994.5089543420645,6029.541264132693,5942.1725276619445,5946.793918693631
17/11/2024,6060.694676332435,6096.113779892852,6007.780400121585,6012.452816200421
24/11/2024,6129.124565206191,6164.943577597211,6075.612846254152,6080.338017492275
01/12/2024,6131.471760253904,6167.304489809195,6077.9395485805335,6082.666529359059
08/12/2024,6134.686661221772,6170.538178872553,6081.126381122769,6085.855840388625
15/12/2024,6150.0529811598535,6185.994300608331,6096.358541902376,6101.099847638676
22/12/2024,6094.524892766067,6130.141702365697,6041.315254140142,6046.013751197421
29/12/2024,6185.581084179376,6221.730032229418,6131.576458721008,6136.345154399987
05/01/2025,6201.128318682695,6237.368125807208,6146.987954550007,6151.768636
12/01/2025,6154.063689059579,6190.028447352288,6100.334233402675,6105.078631143614
19/01/2025,6114.113562,6149.844849350788,6060.732900291728,6065.446498986554
26/01/2025,6116.2079734093695,6151.951500377193,6062.809025705935,6067.524239060605
02/02/2025,6132.884586316168,6168.725572521113,6079.340039642856,6084.06811
09/02/2025,6156.756058550524,6192.736551229952,6103.003096548142,6107.749569937363
16/02/2025,6185.275654259664,6221.422817356903,6131.273695426826,6136.042156
23/02/2025,6184.562167099562,6220.705160530292,6130.566437528992,6135.334347686704
02/03/2025,6285.745209607953,6322.479523481726,6230.866078423364,6235.711994370836
09/03/2025,6245.588200173475,6282.087833808134,6191.059668912245,6195.874626320048
16/03/2025,6440.978341045689,6478.619847683994,6384.743911626718,6389.709502597935
23/03/2025,6614.972191230891,6653.630529524262,6557.2186688466145,6562.318398180946
30/03/2025,6597.112564502544,6635.666529947186,6539.514969659942,6544.6009303404235
06/04/2025,6543.445430601792,6581.685761739654,6486.316388903397,6491.360976
13/04/2025,6560.613872063125,6598.954536716955,6503.334937373561,6508.392759847694
20/04/2025,6639.981552344285,6678.7860470105725,6582.009680032732,6587.128690018411
27/04/2025,6538.288510413775,6576.498704166411,6481.204492382432,6486.245103400733
04/05/2025,6589.906629674147,6628.418483155464,6532.371947887923,6537.452353243882
11/05/2025,6586.105394980652,6624.595033793115,6528.603901,6533.6813755823305
18/05/2025,6767.234531903531,6806.782701462237,6708.151648450742,6713.368762515165
25/05/2025,6819.778047640944,6859.633285007009,6760.236421048417,6765.494042873233
01/06/2025,6854.486098791162,6894.544172321021,6794.641445647491,6799.925825
08/06/2025,6896.787440822958,6937.092726214524,6836.573466171457,6841.890457416141
15/06/2025,6920.821381077607,6961.267122417592,6860.397572632954,6865.733092540585
22/06/2025,6952.648578,6993.280319593361,6891.9468949523925,6897.306951635848
29/06/2025,6974.6748343863555,7015.435298896159,6913.780846093441,6919.1578836413055
06/07/2025,7004.843516144497,7045.780288440873,6943.686133299518,6949.086429011875
13/07/2025,7014.834348,7055.829507326034,6953.589738,6958.997735881834
20/07/2025,7038.109581506026,7079.240762905156,6976.661761695487,6982.0877034611385
27/07/2025,7052.989616257937,7094.207757571731,6991.411882912574,6996.849296253241
03/08/2025,7064.854275527988,7106.141754701192,7003.172955070704,7008.619515
10/08/2025,7127.771638564301,7169.426811,7065.541003729053,7071.036069326116
17/08/2025,7193.5137305273565,7235.553104129172,7130.709119374443,7136.254868007685
24/08/2025,7242.283312689517,7284.607698979391,7179.052908,7184.636255
31/08/2025,7306.200462,7348.898384186072,7242.412013473659,7248.044636520357
07/09/2025,7330.349430516706,7373.188481067703,7266.350144097769,7272.001384487144
14/09/2025,7361.139322387075,7404.158311117936,7296.871217799605,7302.546195
21/09/2025,7371.745859393071,7414.826833432994,7307.385152016855,7313.068306460677
28/09/2025,7393.5884744345185,7436.797098,7329.037065129365,7334.737058861617
05/10/2025,7413.578012412316,7456.903456342092,7348.85208,7354.567484304181
12/10/2025,7420.696859412322,7464.063906358352,7355.908774173641,7361.629666773201
19/10/2025,7494.024221350609,7537.819798286188,7428.595934865929,7434.373358269833
26/10/2025,7530.573822127432,7574.582997365538,7464.826431022871,7470.632031880263
02/11/2025,7553.812046216235,7597.957027184462,7487.861768499864,7493.685284572868
09/11/2025,7556.400405162273,7600.560512672665,7490.427529188192,7496.253040723861
16/11/2025,7615.6162332637605,7660.122402019595,7549.126360006109,7554.997523237188
23/11/2025,7598.107275681375,7642.511120922337,7531.770268368496,7537.627933289677
30/11/2025,7665.428924203943,7710.226201645044,7598.504149894848,7604.413715591403
07/12/2025,7722.058476553562,7767.186700872269,7654.639285030805,7660.592508566118
14/12/2025,7733.290856625446,7778.484723721795,7665.773598248415,7671.735481
21/12/2025,7767.554475806029,7812.948581776124,7699.738071092459,7705.726369194266
28/12/2025,7790.707404721871,7836.236817951413,7722.688858085441,7728.695005645622
04/01/2026,7796.801753536147,7842.366782546275,7728.729998798385,7734.740844719877
01/05/2026,6900.789371647377,6913.600078927573,6893.819292146043,6896.589451947855
08/05/2026,6903.9361029392185,6916.752651848726,6896.962845110581,6899.734268093757
15/05/2026,6908.509368109386,6921.334406882625,6901.531491095884,6904.3047499089425
22/05/2026,6917.319886916834,6930.161282,6910.333110918994,6913.109906507879
29/05/2026,6919.957275501779,6932.803566306152,6912.967835633602,6915.745689940184
05/06/2026,6921.270798091417,6934.119527334714,6914.280031511703,6917.058413101076
12/06/2026,6922.859847511162,6935.711526684659,6915.867475926543,6918.646495402481
19/06/2026,6924.636121,6937.4910972588805,6917.641954897883,6920.421687416926
26/06/2026,6926.096386864566,6938.954074388126,6919.100746242829,6921.881064951468
03/07/2026,6928.432739931888,6941.294764689008,6921.434739497999,6924.2159960806985
10/07/2026,6930.833319430172,6943.6998006515605,6923.832894312808,6926.615114551761
17/07/2026,6933.139726134835,6946.010489,6926.136971,6928.9201175441185
24/07/2026,6935.394978820558,6948.269928360572,6928.389946240643,6931.173998
31/07/2026,6937.664271060372,6950.543433341429,6930.656946402482,6933.441908766516
07/08/2026,6939.808572952271,6952.691715940807,6932.799082461771,6935.584905605431
14/08/2026,6941.969434621892,6954.856589059674,6934.9577615727285,6937.744452
21/08/2026,6944.151255777938,6957.042460574405,6937.137379000172,6939.924945411848
28/08/2026,6946.344462796018,6959.239739,6939.328370789463,6942.116817612582
04/09/2026,6948.538545549252,6961.437894962514,6941.520237429381,6944.309565015485
11/09/2026,6950.749231822824,6963.652685180318,6943.728690819402,6946.518905833584
18/09/2026,6952.954322193786,6965.861869107212,6945.931553958902,6948.722654154819
25/09/2026,6955.156632669521,6968.068267978249,6948.131640010985,6950.923624272712
02/10/2026,6957.357976482155,6970.273698,6950.330760376336,6953.123628
09/10/2026,6959.560068485649,6972.479878384881,6952.530628176843,6955.3243800944465
16/10/2026,6961.761108414851,6974.685004350727,6954.729444965696,6957.524080439079
23/10/2026,6963.964288356385,6976.892274301648,6956.9304,6959.725919493601
30/10/2026,6966.168639019499,6979.100717147493,6959.132523784169,6961.928928557187
06/11/2026,6968.373882441363,6981.310054409415,6961.335539819986,6964.132829836176
13/11/2026,6970.579755643026,6983.520022620266,6963.539184999497,6966.337361
20/11/2026,6972.786487434962,6985.730851015287,6965.743687902069,6968.542749254887
27/11/2026,6974.993651817247,6987.942112803724,6967.948622958057,6970.748570325173
04/12/2026,6977.201470269161,6990.154029876012,6970.154211423037,6972.955045067011
11/12/2026,6979.409974240438,6992.366633740268,6972.360484714976,6975.162204910995
18/12/2026,6981.619200315244,6994.579961048576,6974.567479381091,6977.370086419025
25/12/2026,6983.8291145793855,6996.793977823782,6976.775161541444,6979.578656
01/01/2027,6986.039770693282,6999.008737825922,6978.983584802251,6981.787966374329
08/01/2027,6988.2511267536165,7001.224199073889,6981.192707302523,6983.997976571548
15/01/2027,6990.463181897094,7003.440360702785,6983.402528179834,6986.208685426438
22/01/2027,6992.675932,7005.6572185333225,6985.613043266855,6988.420088769994
29/01/2027,6994.889382902922,7007.8747785606865,6987.824258541619,6990.632192582651
05/02/2027,6997.103528545252,7010.093034569261,6990.036167806294,6992.844990664086
12/02/2027,6999.3183762308745,7012.311993924412,6992.248778405169,6995.058490361541
19/02/2027,7001.533925516105,7014.531656181627,6994.462089895008,6997.272691
26/02/2027,7003.750177076063,7016.752022017281,6996.676102950248,6999.487593948971
05/03/2027,7005.967130128501,7018.973090647673,6998.8908167894315,7001.703197731884
12/03/2027,7008.184785669726,7021.194863070962,7001.106232,7003.9195035760395
19/03/2027,7010.403142820051,7023.417338405825,7003.322348926734,7006.136510602284
26/03/2027,7012.622202056974,7025.640517130649,7005.539167,7008.354219287828
02/04/2027,7014.8419635619275,7027.8643994272015,7007.756686278118,7010.572629813992
09/04/2027,7017.062428,7030.088985687668,7009.9749076829385,7012.791742571995
16/04/2027,7019.283594672331,7032.314276034306,7012.193831,7015.011557683795
23/04/2027,7021.505465,7034.540271,7014.413457087508,7017.232075529429
30/04/2027,7023.728038208815,7036.766970288512,7016.633785626178,7019.453296267997

